date,new_cases,new_deaths,cases_7d,deaths_7d,cases_7d_per_100k,naive_cfr,lagged_cfr_14
2024-02-12,0.0,0.0,939.8164383561644,7.4301369863013695,0.006631627604933436,0.011847562818264918,0.00791970493842663
2024-02-13,0.0,0.0,939.8164383561644,7.4301369863013695,0.006631627604933436,0.011847562818264918,0.00791970493842663
2024-02-14,0.0,0.0,939.8164383561644,7.4301369863013695,0.006631627604933436,0.011847562818264918,0.00791970493842663
2024-02-15,0.0,0.0,939.8164383561644,7.4301369863013695,0.006631627604933436,0.011847562818264918,0.00791970493842663
2024-02-16,0.0,0.0,939.8164383561644,7.4301369863013695,0.006631627604933436,0.011847562818264918,0.00791970493842663
2024-02-17,0.0,0.0,939.8164383561644,7.4301369863013695,0.006631627604933436,0.011847562818264918,0.00791970493842663
2024-02-18,902.0,10.0,942.2876712328767,7.457534246575342,0.006649065367771559,0.011847547572176839,0.007924308588064047
2024-02-19,0.0,0.0,940.0986301369863,7.4301369863013695,0.006633618835057966,0.011847547572176839,0.007911872476486101
2024-02-20,0.0,0.0,940.0986301369863,7.4301369863013695,0.006633618835057966,0.011847547572176839,0.007911872476486101
2024-02-21,0.0,0.0,940.0986301369863,7.4301369863013695,0.006633618835057966,0.011847547572176839,0.007911872476486101
2024-02-22,0.0,0.0,940.0986301369863,7.4301369863013695,0.006633618835057966,0.011847547572176839,0.007911872476486101
2024-02-23,0.0,0.0,940.0986301369863,7.4301369863013695,0.006633618835057966,0.011847547572176839,0.007911872476486101
2024-02-24,0.0,0.0,940.0986301369863,7.4301369863013695,0.006633618835057966,0.011847547572176839,0.007911872476486101
2024-02-25,982.0,6.0,942.7890410958904,7.446575342465754,0.006652603184400579,0.011847422446428177,0.007906035114663689
2024-02-26,0.0,0.0,939.7753424657534,7.421917808219178,0.0066313376199638435,0.011847422446428177,0.007897199394810412
2024-02-27,0.0,0.0,939.7753424657534,7.421917808219178,0.0066313376199638435,0.011847422446428177,0.007897199394810412
2024-02-28,0.0,0.0,939.7753424657534,7.421917808219178,0.0066313376199638435,0.011847422446428177,0.007897199394810412
2024-02-29,0.0,0.0,939.7753424657534,7.421917808219178,0.0066313376199638435,0.011847422446428177,0.007897199394810412
2024-03-01,0.0,0.0,939.7753424657534,7.421917808219178,0.0066313376199638435,0.011847422446428177,0.007897199394810412
2024-03-02,0.0,0.0,939.7753424657534,7.421917808219178,0.0066313376199638435,0.011847422446428177,0.007897199394810412
2024-03-03,1177.0,17.0,943.0,7.468493150684932,0.006654091773911151,0.011847490302732753,0.007925916234172155
2024-03-04,0.0,0.0,938.0602739726028,7.4520547945205475,0.006619235580566211,0.011847490302732753,0.007926886132612143
2024-03-05,0.0,0.0,938.0602739726028,7.4520547945205475,0.006619235580566211,0.011847490302732753,0.007926886132612143
2024-03-06,0.0,0.0,938.0602739726028,7.4520547945205475,0.006619235580566211,0.011847490302732753,0.007926886132612143
2024-03-07,0.0,0.0,938.0602739726028,7.4520547945205475,0.006619235580566211,0.011847490302732753,0.007926886132612143
2024-03-08,0.0,0.0,938.0602739726028,7.4520547945205475,0.006619235580566211,0.011847490302732753,0.007926886132612143
2024-03-09,0.0,0.0,938.0602739726028,7.4520547945205475,0.006619235580566211,0.011847490302732753,0.007926886132612143
2024-03-10,1202.0,15.0,941.3534246575342,7.493150684931507,0.00664247304279617,0.011847507164665094,0.007947855096216995
2024-03-11,0.0,0.0,934.0328767123287,7.476712328767123,0.006590817053546208,0.011847507164665094,0.007955850713373642
2024-03-12,0.0,0.0,934.0328767123287,7.476712328767123,0.006590817053546208,0.011847507164665094,0.007955850713373642
2024-03-13,0.0,0.0,934.0328767123287,7.476712328767123,0.006590817053546208,0.011847507164665094,0.007955850713373642
2024-03-14,0.0,0.0,934.0328767123287,7.476712328767123,0.006590817053546208,0.011847507164665094,0.007955850713373642
2024-03-15,0.0,0.0,934.0328767123287,7.476712328767123,0.006590817053546208,0.011847507164665094,0.007955850713373642
2024-03-16,0.0,0.0,934.0328767123287,7.476712328767123,0.006590817053546208,0.011847507164665094,0.007955850713373642
2024-03-17,1241.0,11.0,937.4328767123287,7.506849315068493,0.006614808476697108,0.011847424940856808,0.007960603727538169
2024-03-18,0.0,0.0,923.931506849315,7.449315068493151,0.006519538748020531,0.011847424940856808,0.007941190214724643
2024-03-19,0.0,0.0,923.931506849315,7.449315068493151,0.006519538748020531,0.011847424940856808,0.007941190214724643
2024-03-20,0.0,0.0,923.931506849315,7.449315068493151,0.006519538748020531,0.011847424940856808,0.007941190214724643
2024-03-21,0.0,0.0,923.931506849315,7.449315068493151,0.006519538748020531,0.011847424940856808,0.007941190214724643
2024-03-22,0.0,0.0,923.931506849315,7.449315068493151,0.006519538748020531,0.011847424940856808,0.007941190214724643
2024-03-23,0.0,0.0,923.931506849315,7.449315068493151,0.006519538748020531,0.011847424940856808,0.007941190214724643
2024-03-24,989.0,18.0,926.641095890411,7.498630136986302,0.006538658423682288,0.01184756445647614,0.007965796841621216
2024-03-25,0.0,0.0,902.7315068493151,7.419178082191781,0.006369945168373749,0.01184756445647614,0.007943165885451804
2024-03-26,0.0,0.0,902.7315068493151,7.419178082191781,0.006369945168373749,0.01184756445647614,0.007943165885451804
2024-03-27,0.0,0.0,902.7315068493151,7.419178082191781,0.006369945168373749,0.01184756445647614,0.007943165885451804
2024-03-28,0.0,0.0,902.7315068493151,7.419178082191781,0.006369945168373749,0.01184756445647614,0.007943165885451804
2024-03-29,0.0,0.0,902.7315068493151,7.419178082191781,0.006369945168373749,0.01184756445647614,0.007943165885451804
2024-03-30,0.0,0.0,902.7315068493151,7.419178082191781,0.006369945168373749,0.01184756445647614,0.007943165885451804
2024-03-31,716.0,13.0,904.6931506849315,7.454794520547945,0.006383787117588933,0.011847664760862594,0.007952350195666978
2024-04-01,0.0,0.0,854.1232876712329,7.317808219178082,0.006026950946340507,0.011847664760862594,0.007920292970777055
2024-04-02,0.0,0.0,854.1232876712329,7.317808219178082,0.006026950946340507,0.011847664760862594,0.007920292970777055
2024-04-03,0.0,0.0,854.1232876712329,7.317808219178082,0.006026950946340507,0.011847664760862594,0.007920292970777055
2024-04-04,0.0,0.0,854.1232876712329,7.317808219178082,0.006026950946340507,0.011847664760862594,0.007920292970777055
2024-04-05,0.0,0.0,854.1232876712329,7.317808219178082,0.006026950946340507,0.011847664760862594,0.007920292970777055
2024-04-06,0.0,0.0,854.1232876712329,7.317808219178082,0.006026950946340507,0.011847664760862594,0.007920292970777055
2024-04-07,695.0,13.0,856.027397260274,7.353424657534247,0.006040386916598263,0.011847770586712951,0.007935569326836653
2024-04-08,0.0,0.0,762.8465753424657,7.123287671232877,0.0053828749965456986,0.011847770586712951,0.007890815394373848
2024-04-09,0.0,0.0,762.8465753424657,7.123287671232877,0.0053828749965456986,0.011847770586712951,0.007890815394373848
2024-04-10,0.0,0.0,762.8465753424657,7.123287671232877,0.0053828749965456986,0.011847770586712951,0.007890815394373848
2024-04-11,0.0,0.0,762.8465753424657,7.123287671232877,0.0053828749965456986,0.011847770586712951,0.007890815394373848
2024-04-12,0.0,0.0,762.8465753424657,7.123287671232877,0.0053828749965456986,0.011847770586712951,0.007890815394373848
2024-04-13,0.0,0.0,762.8465753424657,7.123287671232877,0.0053828749965456986,0.011847770586712951,0.007890815394373848
2024-04-14,518.0,9.0,764.2657534246575,7.147945205479452,0.005392889144162271,0.01184783415545751,0.00790096089493751
2024-04-15,0.0,0.0,595.7753424657534,6.739726027397261,0.004203970101166987,0.01184783415545751,0.007890811695081074
2024-04-16,0.0,0.0,595.7753424657534,6.739726027397261,0.004203970101166987,0.01184783415545751,0.007890811695081074
2024-04-17,0.0,0.0,595.7753424657534,6.739726027397261,0.004203970101166987,0.01184783415545751,0.007890811695081074
2024-04-18,0.0,0.0,595.7753424657534,6.739726027397261,0.004203970101166987,0.01184783415545751,0.007890811695081074
2024-04-19,0.0,0.0,595.7753424657534,6.739726027397261,0.004203970101166987,0.01184783415545751,0.007890811695081074
2024-04-20,0.0,0.0,595.7753424657534,6.739726027397261,0.004203970101166987,0.01184783415545751,0.007890811695081074
2024-04-21,624.0,7.0,597.4849315068493,6.758904109589041,0.004216033475902008,0.01184782542806623,0.00789566330612898
2024-04-22,0.0,0.0,395.0904109589041,6.16986301369863,0.002787876832993446,0.01184782542806623,0.008087947449890281
2024-04-23,0.0,0.0,395.0904109589041,6.16986301369863,0.002787876832993446,0.01184782542806623,0.008087947449890281
2024-04-24,0.0,0.0,395.0904109589041,6.16986301369863,0.002787876832993446,0.01184782542806623,0.008087947449890281
2024-04-25,0.0,0.0,395.0904109589041,6.16986301369863,0.002787876832993446,0.01184782542806623,0.008087947449890281
2024-04-26,0.0,0.0,395.0904109589041,6.16986301369863,0.002787876832993446,0.01184782542806623,0.008087947449890281
2024-04-27,0.0,0.0,395.0904109589041,6.16986301369863,0.002787876832993446,0.01184782542806623,0.008087947449890281
2024-04-28,756.0,4.0,397.1616438356164,6.1808219178082195,0.0028024920754608756,0.011847715363870198,0.008087267930182789
2024-04-29,0.0,0.0,250.86027397260273,5.6219178082191785,0.0017701455837138848,0.011847715363870198,0.009436304941643903
2024-04-30,0.0,0.0,250.86027397260273,5.6219178082191785,0.0017701455837138848,0.011847715363870198,0.009436304941643903
2024-05-01,0.0,0.0,250.86027397260273,5.6219178082191785,0.0017701455837138848,0.011847715363870198,0.009436304941643903
2024-05-02,0.0,0.0,250.86027397260273,5.6219178082191785,0.0017701455837138848,0.011847715363870198,0.009436304941643903
2024-05-03,0.0,0.0,250.86027397260273,5.6219178082191785,0.0017701455837138848,0.011847715363870198,0.009436304941643903
2024-05-04,0.0,0.0,250.86027397260273,5.6219178082191785,0.0017701455837138848,0.011847715363870198,0.009436304941643903
2024-05-05,823.0,4.0,253.1150684931507,5.632876712328767,0.0017860560923788245,0.011847587678396908,0.009427646481598665
2024-05-06,0.0,0.0,186.7013698630137,5.23013698630137,0.0013174210491870865,0.011847587678396908,0.013237823144347054
2024-05-07,0.0,0.0,186.7013698630137,5.23013698630137,0.0013174210491870865,0.011847587678396908,0.013237823144347054
2024-05-08,0.0,0.0,186.7013698630137,5.23013698630137,0.0013174210491870865,0.011847587678396908,0.013237823144347054
2024-05-09,0.0,0.0,186.7013698630137,5.23013698630137,0.0013174210491870865,0.011847587678396908,0.013237823144347054
2024-05-10,0.0,0.0,186.7013698630137,5.23013698630137,0.0013174210491870865,0.011847587678396908,0.013237823144347054
2024-05-11,0.0,0.0,186.7013698630137,5.23013698630137,0.0013174210491870865,0.011847587678396908,0.013237823144347054
2024-05-12,742.0,10.0,188.73424657534247,5.257534246575342,0.00133176563901623,0.011847614524083585,0.01323776937722469
2024-05-13,0.0,0.0,158.47671232876712,5.010958904109589,0.0011182593720714031,0.011847614524083585,0.019975099384037395
2024-05-14,0.0,0.0,158.47671232876712,5.010958904109589,0.0011182593720714031,0.011847614524083585,0.019975099384037395
2024-05-15,0.0,0.0,158.47671232876712,5.010958904109589,0.0011182593720714031,0.011847614524083585,0.019975099384037395
2024-05-16,0.0,0.0,158.47671232876712,5.010958904109589,0.0011182593720714031,0.011847614524083585,0.019975099384037395
2024-05-17,0.0,0.0,158.47671232876712,5.010958904109589,0.0011182593720714031,0.011847614524083585,0.019975099384037395
2024-05-18,0.0,0.0,158.47671232876712,5.010958904109589,0.0011182593720714031,0.011847614524083585,0.019975099384037395
2024-05-19,622.0,11.0,160.18082191780823,5.041095890410959,0.001130284082143812,0.011847695138051038,0.0199162219792828
2024-05-20,0.0,0.0,144.32602739726028,4.8712328767123285,0.0010184078808752758,0.011847695138051038,0.026091039826255394
2024-05-21,0.0,0.0,144.32602739726028,4.8712328767123285,0.0010184078808752758,0.011847695138051038,0.026091039826255394
2024-05-22,0.0,0.0,144.32602739726028,4.8712328767123285,0.0010184078808752758,0.011847695138051038,0.026091039826255394
2024-05-23,0.0,0.0,144.32602739726028,4.8712328767123285,0.0010184078808752758,0.011847695138051038,0.026091039826255394
2024-05-24,0.0,0.0,144.32602739726028,4.8712328767123285,0.0010184078808752758,0.011847695138051038,0.026091039826255394
2024-05-25,0.0,0.0,144.32602739726028,4.8712328767123285,0.0010184078808752758,0.011847695138051038,0.026091039826255394
2024-05-26,370.0,2.0,145.33972602739726,4.876712328767123,0.0010255608434585413,0.011847642214580043,0.025839043084426895
2024-05-27,0.0,0.0,136.34520547945206,4.789041095890411,0.0009620927997805382,0.011847642214580043,0.030219210289744832
2024-05-28,0.0,0.0,136.34520547945206,4.789041095890411,0.0009620927997805382,0.011847642214580043,0.030219210289744832
2024-05-29,0.0,0.0,136.34520547945206,4.789041095890411,0.0009620927997805382,0.011847642214580043,0.030219210289744832
2024-05-30,0.0,0.0,136.34520547945206,4.789041095890411,0.0009620927997805382,0.011847642214580043,0.030219210289744832
2024-05-31,0.0,0.0,136.34520547945206,4.789041095890411,0.0009620927997805382,0.011847642214580043,0.030219210289744832
2024-06-01,0.0,0.0,136.34520547945206,4.789041095890411,0.0009620927997805382,0.011847642214580043,0.030219210289744832
2024-06-02,362.0,5.0,137.33698630136988,4.802739726027397,0.0009690911037133549,0.011847658004001432,0.02998323812130127
2024-06-03,0.0,0.0,132.3013698630137,4.758904109589041,0.0009335582787726998,0.011847658004001432,0.03297329106475066
2024-06-04,0.0,0.0,132.3013698630137,4.758904109589041,0.0009335582787726998,0.011847658004001432,0.03297329106475066
2024-06-05,0.0,0.0,132.3013698630137,4.758904109589041,0.0009335582787726998,0.011847658004001432,0.03297329106475066
2024-06-06,0.0,0.0,132.3013698630137,4.758904109589041,0.0009335582787726998,0.011847658004001432,0.03297329106475066
2024-06-07,0.0,0.0,132.3013698630137,4.758904109589041,0.0009335582787726998,0.011847658004001432,0.03297329106475066
2024-06-08,0.0,0.0,132.3013698630137,4.758904109589041,0.0009335582787726998,0.011847658004001432,0.03297329106475066
2024-06-09,164.0,2.0,132.75068493150684,4.764383561643836,0.0009367287811069042,0.01184765926918886,0.0327810137797131
2024-06-10,0.0,0.0,129.44657534246576,4.734246575342466,0.0009134139895517195,0.01184765926918886,0.03472250130611261
2024-06-11,0.0,0.0,129.44657534246576,4.734246575342466,0.0009134139895517195,0.01184765926918886,0.03472250130611261
2024-06-12,0.0,0.0,129.44657534246576,4.734246575342466,0.0009134139895517195,0.01184765926918886,0.03472250130611261
2024-06-13,0.0,0.0,129.44657534246576,4.734246575342466,0.0009134139895517195,0.01184765926918886,0.03472250130611261
2024-06-14,0.0,0.0,129.44657534246576,4.734246575342466,0.0009134139895517195,0.01184765926918886,0.03472250130611261
2024-06-15,0.0,0.0,129.44657534246576,4.734246575342466,0.0009134139895517195,0.01184765926918886,0.03472250130611261
2024-06-16,38.0,0.0,129.55068493150685,4.734246575342466,0.0009141486181413521,0.011847649273400394,0.03447175231407597
2024-06-17,0.0,0.0,127.65479452054795,4.723287671232876,0.0009007706448775147,0.011847649273400394,0.0357009732863947
2024-06-18,0.0,0.0,127.65479452054795,4.723287671232876,0.0009007706448775147,0.011847649273400394,0.0357009732863947
2024-06-19,0.0,0.0,127.65479452054795,4.723287671232876,0.0009007706448775147,0.011847649273400394,0.0357009732863947
2024-06-20,0.0,0.0,127.65479452054795,4.723287671232876,0.0009007706448775147,0.011847649273400394,0.0357009732863947
2024-06-21,0.0,0.0,127.65479452054795,4.723287671232876,0.0009007706448775147,0.011847649273400394,0.0357009732863947
2024-06-22,0.0,0.0,127.65479452054795,4.723287671232876,0.0009007706448775147,0.011847649273400394,0.0357009732863947
2024-06-23,210.0,2.0,128.23013698630137,4.728767123287671,0.0009048304344518006,0.011847638438514286,0.035621414124736864
2024-06-24,0.0,0.0,126.93698630136986,4.706849315068493,0.0008957055740753103,0.011847638438514286,0.03636132746359634
2024-06-25,0.0,0.0,126.93698630136986,4.706849315068493,0.0008957055740753103,0.011847638438514286,0.03636132746359634
2024-06-26,0.0,0.0,126.93698630136986,4.706849315068493,0.0008957055740753103,0.011847638438514286,0.03636132746359634
2024-06-27,0.0,0.0,126.93698630136986,4.706849315068493,0.0008957055740753103,0.011847638438514286,0.03636132746359634
2024-06-28,0.0,0.0,126.93698630136986,4.706849315068493,0.0008957055740753103,0.011847638438514286,0.03636132746359634
2024-06-29,0.0,0.0,126.93698630136986,4.706849315068493,0.0008957055740753103,0.011847638438514286,0.03636132746359634
2024-06-30,334.0,1.0,127.85205479452055,4.7095890410958905,0.0009021625727315556,0.011847572784192259,0.036353254663113815
2024-07-01,0.0,0.0,126.95068493150686,4.698630136986301,0.000895802235731841,0.011847572784192259,0.036807314246469505
2024-07-02,0.0,0.0,126.95068493150686,4.698630136986301,0.000895802235731841,0.011847572784192259,0.036807314246469505
2024-07-03,0.0,0.0,126.95068493150686,4.698630136986301,0.000895802235731841,0.011847572784192259,0.036807314246469505
2024-07-04,0.0,0.0,126.95068493150686,4.698630136986301,0.000895802235731841,0.011847572784192259,0.036807314246469505
2024-07-05,0.0,0.0,126.95068493150686,4.698630136986301,0.000895802235731841,0.011847572784192259,0.036807314246469505
2024-07-06,0.0,0.0,126.95068493150686,4.698630136986301,0.000895802235731841,0.011847572784192259,0.036807314246469505
2024-07-07,134.0,0.0,127.31780821917808,4.698630136986301,0.0008983927681268614,0.011847537536673456,0.03664216733612512
2024-07-08,0.0,0.0,126.5123287671233,4.682191780821918,0.0008927090627228612,0.011847537536673456,0.03688595355262022
2024-07-09,0.0,0.0,126.5123287671233,4.682191780821918,0.0008927090627228612,0.011847537536673456,0.03688595355262022
2024-07-10,0.0,0.0,126.5123287671233,4.682191780821918,0.0008927090627228612,0.011847537536673456,0.03688595355262022
2024-07-11,0.0,0.0,126.5123287671233,4.682191780821918,0.0008927090627228612,0.011847537536673456,0.03688595355262022
2024-07-12,0.0,0.0,126.5123287671233,4.682191780821918,0.0008927090627228612,0.011847537536673456,0.03688595355262022
2024-07-13,0.0,0.0,126.5123287671233,4.682191780821918,0.0008927090627228612,0.011847537536673456,0.03688595355262022
2024-07-14,0.0,0.0,126.5123287671233,4.682191780821918,0.0008927090627228612,0.011847537536673456,0.036621951742167744
2024-07-15,0.0,0.0,125.68219178082192,4.676712328767123,0.0008868513663371057,0.011847537536673456,0.03683881131709001
2024-07-16,0.0,0.0,125.68219178082192,4.676712328767123,0.0008868513663371057,0.011847537536673456,0.03683881131709001
2024-07-17,0.0,0.0,125.68219178082192,4.676712328767123,0.0008868513663371057,0.011847537536673456,0.03683881131709001
2024-07-18,0.0,0.0,125.68219178082192,4.676712328767123,0.0008868513663371057,0.011847537536673456,0.03683881131709001
2024-07-19,0.0,0.0,125.68219178082192,4.676712328767123,0.0008868513663371057,0.011847537536673456,0.03683881131709001
2024-07-20,0.0,0.0,125.68219178082192,4.676712328767123,0.0008868513663371057,0.011847537536673456,0.03683881131709001
2024-07-21,440.0,1.0,126.88767123287671,4.67945205479452,0.0008953575921118001,0.011847444001926059,0.03675410471046459
2024-07-22,0.0,0.0,125.83013698630137,4.67945205479452,0.0008878953122276364,0.011847444001926059,0.036988110964332896
2024-07-23,0.0,0.0,125.83013698630137,4.67945205479452,0.0008878953122276364,0.011847444001926059,0.036988110964332896
2024-07-24,0.0,0.0,125.83013698630137,4.67945205479452,0.0008878953122276364,0.011847444001926059,0.036988110964332896
2024-07-25,0.0,0.0,125.83013698630137,4.67945205479452,0.0008878953122276364,0.011847444001926059,0.036988110964332896
2024-07-26,0.0,0.0,125.83013698630137,4.67945205479452,0.0008878953122276364,0.011847444001926059,0.036988110964332896
2024-07-27,0.0,0.0,125.83013698630137,4.67945205479452,0.0008878953122276364,0.011847444001926059,0.036988110964332896
2024-07-28,243.0,0.0,126.4958904109589,4.67945205479452,0.0008925930687350245,0.011847380084582118,0.036988110964332896
2024-07-29,0.0,0.0,125.6082191780822,4.676712328767123,0.0008863293933918405,0.011847380084582118,0.03721062039499499
2024-07-30,0.0,0.0,125.6082191780822,4.676712328767123,0.0008863293933918405,0.011847380084582118,0.03721062039499499
2024-07-31,0.0,0.0,125.6082191780822,4.676712328767123,0.0008863293933918405,0.011847380084582118,0.03721062039499499
2024-08-01,0.0,0.0,125.6082191780822,4.676712328767123,0.0008863293933918405,0.011847380084582118,0.03721062039499499
2024-08-02,0.0,0.0,125.6082191780822,4.676712328767123,0.0008863293933918405,0.011847380084582118,0.03721062039499499
2024-08-03,0.0,0.0,125.6082191780822,4.676712328767123,0.0008863293933918405,0.011847380084582118,0.03721062039499499
2024-08-04,313.0,0.0,126.46575342465754,4.676712328767123,0.0008923804130906571,0.01184729775585086,0.036857105842725744
2024-08-05,0.0,0.0,125.3917808219178,4.671232876712328,0.0008848021392186567,,0.03712332346281136
2024-08-06,0.0,0.0,125.3917808219178,4.671232876712328,0.0008848021392186567,,0.03712332346281136
2024-08-07,0.0,0.0,125.3917808219178,4.671232876712328,0.0008848021392186567,,0.03712332346281136
2024-08-08,0.0,0.0,125.3917808219178,4.671232876712328,0.0008848021392186567,,0.03712332346281136
2024-08-09,0.0,0.0,125.3917808219178,4.671232876712328,0.0008848021392186567,,0.03712332346281136
2024-08-10,0.0,0.0,125.3917808219178,4.671232876712328,0.0008848021392186567,,0.03712332346281136
2024-08-11,0.0,0.0,125.3917808219178,4.671232876712328,0.0008848021392186567,,0.03692794178163782
2024-08-12,0.0,0.0,124.58630136986301,4.663013698630137,0.0008791184338146564,,0.03712347590900168
